,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Center Freq (Hz),Tipo,Id,Determinacion,Comportamiento,Calidad,fname,fname_annot,sensor_name
23,45.028897825,47.976874448,2033.898,2481.356,2250.0,BIO,AVEVOC,,,BUENO,G001_20220402_060000.WAV,G001_20220402_060000.txt,G001
24,58.64936189,59.999994792,1993.22,2400.0,2250.0,BIO,AVEVOC,,,BUENO,G001_20220402_060000.WAV,G001_20220402_060000.txt,G001
25,39.621221619,59.702254844,30489.27,42025.751,35625.0,BIO,INSECT,,,REGULA,G001_20220402_060000.WAV,G001_20220402_060000.txt,G001
26,20.173408653,59.999994792,2818.839,3221.531,3000.0,BIO,INSECT,,,BUENO,G001_20220404_200000.WAV,G001_20220404_200000.txt,G001
27,0.0,59.999994792,3566.695,4314.55,4125.0,BIO,INSECT,,,BUENO,G001_20220404_200000.WAV,G001_20220404_200000.txt,G001
28,0.0,59.999994792,4717.241,5867.788,5250.0,BIO,INSECT,,,BUENO,G001_20220404_200000.WAV,G001_20220404_200000.txt,G001
29,0.0,59.999994792,6385.534,6788.225,6750.0,BIO,INSECT,,,BUENO,G001_20220404_200000.WAV,G001_20220404_200000.txt,G001
30,0.0,59.999994792,7075.862,7421.026,7125.0,BIO,INSECT,,,BUENO,G001_20220404_200000.WAV,G001_20220404_200000.txt,G001
31,0.0,59.999994792,7651.135,8398.99,7875.0,BIO,INSECT,,,BUENO,G001_20220404_200000.WAV,G001_20220404_200000.txt,G001
32,20.346819043,23.930633761,7996.299,31543.724,14625.0,BIO,INSECT,,,BUENO,G001_20220404_200000.WAV,G001_20220404_200000.txt,G001
33,0.346820779,59.999994792,14194.557,20004.817,17625.0,BIO,INSECT,,,BUENO,G001_20220404_200000.WAV,G001_20220404_200000.txt,G001
34,0.0,59.847998223,32680.851,42212.766,37875.0,BIO,INSECT,,,BUENO,G001_20220404_200000.WAV,G001_20220404_200000.txt,G001
35,51.849706482,53.526006914,4474.576,5206.78,4875.0,BIO,INSECT,,,BUENO,G001_20220420_053000.WAV,G001_20220420_053000.txt,G001
36,0.0,59.999994792,2847.458,3905.085,3375.0,BIO,INSECT,,,BUENO,G001_20220420_053000.WAV,G001_20220420_053000.txt,G001
37,0.0,59.999994792,3905.085,4311.864,4125.0,BIO,INSECT,,,BUENO,G001_20220420_053000.WAV,G001_20220420_053000.txt,G001
38,1.907514285,4.046242423,4555.932,5044.068,4875.0,BIO,INSECT,,,BUENO,G001_20220420_053000.WAV,G001_20220420_053000.txt,G001
39,15.144507356,23.930633761,4637.288,5125.424,4875.0,BIO,INSECT,,,BUENO,G001_20220420_053000.WAV,G001_20220420_053000.txt,G001
40,0.0,59.999994792,5613.559,6183.051,6000.0,BIO,INSECT,,,BUENO,G001_20220420_053000.WAV,G001_20220420_053000.txt,G001
41,0.462427706,34.450864061,6345.763,6996.61,6375.0,BIO,INSECT,,,BUENO,G001_20220420_053000.WAV,G001_20220420_053000.txt,G001
42,0.0,59.999994792,10169.492,18630.508,15000.0,BIO,INSECT,,,BUENO,G001_20220420_053000.WAV,G001_20220420_053000.txt,G001
43,0.0,59.999994792,6752.542,7891.525,7500.0,BIO,INSECT,,,BUENO,G001_20220420_053000.WAV,G001_20220420_053000.txt,G001
44,8.323698699,17.456645884,0.0,732.203,375.0,ANT,TRAMOT,,,,G001_20220423_063000.WAV,G001_20220423_063000.txt,G001
45,0.0,59.999994792,3091.525,3823.729,3750.0,BIO,INSECT,,,BUENO,G001_20220423_063000.WAV,G001_20220423_063000.txt,G001
46,35.375719473,40.462424233,1627.119,2359.322,1875.0,BIO,HERPET,,,REGULA,G001_20220423_063000.WAV,G001_20220423_063000.txt,G001
47,51.040457997,55.08670042,1708.475,2359.322,1875.0,BIO,HERPET,,,REGULA,G001_20220423_063000.WAV,G001_20220423_063000.txt,G001
48,2.254335064,24.971096098,4800.0,5206.78,4875.0,BIO,INSECT,,,BUENO,G001_20220423_063000.WAV,G001_20220423_063000.txt,G001
49,7.572253678,18.034680515,2033.898,32507.504,7500.0,BIO,INSECT,,,BUENO,G001_20220423_063000.WAV,G001_20220423_063000.txt,G001
50,0.0,59.999994792,5450.847,6101.695,6000.0,BIO,INSECT,,,BUENO,G001_20220423_063000.WAV,G001_20220423_063000.txt,G001
51,0.0,59.999994792,6589.831,7728.814,7125.0,BIO,INSECT,,,BUENO,G001_20220423_063000.WAV,G001_20220423_063000.txt,G001
52,16.184969693,18.786125537,6183.051,9030.508,7875.0,BIO,INSECT,,,BUENO,G001_20220423_063000.WAV,G001_20220423_063000.txt,G001
53,44.971094362,59.999994792,3905.085,4311.864,4125.0,BIO,INSECT,,,BUENO,G001_20220423_063000.WAV,G001_20220423_063000.txt,G001
54,0.0,59.999994792,3254.237,3986.441,3750.0,BIO,INSECT,,,BUENO,G001_20220423_173000.WAV,G001_20220423_173000.txt,G001
55,0.0,59.999994792,6020.339,7159.322,6750.0,BIO,INSECT,,,BUENO,G001_20220423_173000.WAV,G001_20220423_173000.txt,G001
56,0.0,15.317917745,7240.678,7891.525,7500.0,BIO,INSECT,,,BUENO,G001_20220423_173000.WAV,G001_20220423_173000.txt,G001
57,31.849708218,52.774561893,7159.322,7728.814,7500.0,BIO,INSECT,,,BUENO,G001_20220423_173000.WAV,G001_20220423_173000.txt,G001
58,0.0,59.999994792,8379.661,8949.153,8625.0,BIO,INSECT,,,BUENO,G001_20220423_173000.WAV,G001_20220423_173000.txt,G001
59,18.034680515,59.768780939,9762.712,10494.915,10125.0,BIO,INSECT,,,BUENO,G001_20220423_173000.WAV,G001_20220423_173000.txt,G001
60,4.16184935,11.098264933,9030.508,10006.78,9375.0,BIO,INSECT,,,BUENO,G001_20220423_173000.WAV,G001_20220423_173000.txt,G001
61,0.0,59.999994792,0.0,569.492,375.0,INDETE,INDETE,,,REGULA,G001_20220423_173000.WAV,G001_20220423_173000.txt,G001
62,0.0,59.999994792,2928.814,3335.593,3000.0,BIO,INSECT,,,BUENO,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
63,0.0,59.999994792,3579.661,3986.441,3750.0,BIO,INSECT,,,BUENO,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
64,0.0,59.999994792,4800.0,6020.339,5625.0,BIO,INSECT,,,BUENO,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
65,0.0,59.999994792,7077.966,7810.169,7500.0,BIO,INSECT,,,BUENO,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
66,0.404624242,59.999994792,11308.475,13016.949,12375.0,BIO,INSECT,,,BUENO,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
67,2.774566233,3.872832034,8623.729,21966.102,12375.0,BIO,INSECT,,,BUENO,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
68,0.0,59.999994792,6508.475,8786.441,7500.0,BIO,INSECT,,,BUENO,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
69,0.057803463,59.999994792,11064.407,17898.305,14625.0,BIO,INSECT,,,BUENO,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
70,0.635838095,0.867051948,17328.814,19200.0,18750.0,BIO,INSECT,,,BUENO,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
71,1.502890043,59.999994792,7077.966,10657.627,7500.0,BIO,INSECT,,,BUENO,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
72,1.124942509,58.198641446,21186.18,26374.633,23250.0,BIO,,INDETE,,BUENO,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
73,5.664889062,30.129750491,26590.818,31130.714,28500.0,BIO,,INDETE,,REGULA,G002_20220319_193000.WAV,G002_20220319_193000.txt,G002
74,0.0,17.109825104,0.0,1265.601,0.0,ANT,TRAMOT,,,BUENO,G002_20220324_060000.WAV,G002_20220324_060000.txt,G002
75,28.092483111,36.184967957,0.0,1150.547,375.0,ANT,TRAMOT,,,BUENO,G002_20220324_060000.WAV,G002_20220324_060000.txt,G002
76,41.387279644,41.618493497,6443.061,17258.199,8625.0,BIO,INSECT,,,BUENO,G002_20220324_060000.WAV,G002_20220324_060000.txt,G002
77,0.0,59.826584402,7248.444,8053.826,7875.0,BIO,INSECT,,,BUENO,G002_20220324_060000.WAV,G002_20220324_060000.txt,G002
78,0.0,59.999994792,0.0,26462.572,375.0,GEO,LLUVIA,,,BUENO,G002_20220324_060000.WAV,G002_20220324_060000.txt,G002
79,0.0,59.017335917,1545.763,2684.746,2250.0,BIO,HERPET,,,BUENO,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
80,17.341038957,18.554911684,0.0,325.424,0.0,INDETE,,,,,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
81,0.0,59.999994792,2684.746,3905.085,3375.0,BIO,INSECT,,,BUENO,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
82,0.0,59.999994792,4149.153,4718.644,4500.0,BIO,INSECT,,,BUENO,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
83,0.0,59.999994792,4555.932,5369.492,5250.0,BIO,INSECT,,,BUENO,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
84,0.0,59.999994792,4962.712,5532.203,5250.0,BIO,INSECT,,,BUENO,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
85,0.0,59.999994792,5857.627,6264.407,6000.0,BIO,INSECT,,,BUENO,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
86,0.0,59.999994792,6833.898,7484.746,7125.0,BIO,INSECT,,,BUENO,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
87,0.0,59.826584402,7322.034,10576.271,7875.0,BIO,INSECT,,,BUENO,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
88,0.17341039,59.826584402,11227.119,21477.966,17250.0,BIO,INSECT,,,BUENO,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
89,38.208089169,41.734100423,6915.254,35429.86,19875.0,BIO,INSECT,,,BUENO,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
90,5.444799653,10.118094701,30557.926,42126.284,34500.0,BIO,MURCIE,,BUSQUE,MUYMAL,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
91,8.157867599,37.291443334,24664.612,30339.656,27000.0,BIO,,INDETE,,BUENO,G002_20220326_200000.WAV,G002_20220326_200000.txt,G002
92,2.312138528,46.647394795,1545.763,2033.898,1875.0,BIO,AVEVOC,CRYSOU,,BUENO,G002_20220411_053000.WAV,G002_20220411_053000.txt,G002
93,29.768783543,44.104042414,0.0,1057.627,375.0,ANT,TRAMOT,,,BUENO,G002_20220411_053000.WAV,G002_20220411_053000.txt,G002
94,1.734103896,59.190746307,6020.339,9925.424,7875.0,BIO,INSECT,,,BUENO,G002_20220411_053000.WAV,G002_20220411_053000.txt,G002
95,2.658959307,58.15028397,11552.542,12447.458,12000.0,BIO,INSECT,,,BUENO,G002_20220411_053000.WAV,G002_20220411_053000.txt,G002
96,0.0,59.999994792,2766.102,3742.373,3375.0,BIO,INSECT,,,BUENO,G002_20220411_053000.WAV,G002_20220411_053000.txt,G002
97,0.0,1.618496969,6589.831,7159.322,6750.0,BIO,INSECT,,,BUENO,G002_20220411_053000.WAV,G002_20220411_053000.txt,G002
98,13.930634629,53.468203451,6183.051,17979.661,8625.0,BIO,INSECT,,,BUENO,G002_20220414_063000.WAV,G002_20220414_063000.txt,G002
99,14.104045018,19.190749779,6915.254,7240.678,7125.0,BIO,INSECT,,,BUENO,G002_20220414_063000.WAV,G002_20220414_063000.txt,G002
100,0.0,59.999994792,3416.949,3905.085,3750.0,BIO,INSECT,,,BUENO,G002_20220414_063000.WAV,G002_20220414_063000.txt,G002
101,0.0,2.947976623,2847.458,3172.881,3000.0,BIO,INSECT,,,BUENO,G002_20220414_063000.WAV,G002_20220414_063000.txt,G002
102,0.0,59.999994792,5532.203,6427.119,6000.0,BIO,INSECT,,,BUENO,G002_20220414_063000.WAV,G002_20220414_063000.txt,G002
103,0.462427706,59.999994792,6833.898,8054.237,7500.0,BIO,INSECT,,,BUENO,G002_20220414_063000.WAV,G002_20220414_063000.txt,G002
104,7.572253678,37.109823368,2603.39,3172.881,3000.0,BIO,INSECT,,,BUENO,G002_20220414_063000.WAV,G002_20220414_063000.txt,G002
105,0.0,59.999994792,0.0,1301.695,375.0,INDETE,,,,,G002_20220414_063000.WAV,G002_20220414_063000.txt,G002
106,0.0,59.999994792,3416.949,3905.085,3750.0,BIO,INSECT,,,BUENO,G002_20220414_173000.WAV,G002_20220414_173000.txt,G002
107,1.040462337,16.936414715,4230.508,4555.932,4500.0,BIO,INSECT,,,BUENO,G002_20220414_173000.WAV,G002_20220414_173000.txt,G002
108,0.578034632,1.734103896,7972.881,8867.797,8625.0,BIO,INSECT,,,BUENO,G002_20220414_173000.WAV,G002_20220414_173000.txt,G002
109,6.300577488,54.971093494,5857.627,10413.559,8625.0,BIO,INSECT,,,BUENO,G002_20220414_173000.WAV,G002_20220414_173000.txt,G002
110,32.832367092,41.098262328,6915.254,7566.102,7500.0,BIO,INSECT,,,BUENO,G002_20220414_173000.WAV,G002_20220414_173000.txt,G002
111,38.381499558,40.115603454,7810.169,8461.017,8250.0,BIO,INSECT,,,BUENO,G002_20220414_173000.WAV,G002_20220414_173000.txt,G002
112,0.0,59.999994792,8461.017,9274.576,8625.0,BIO,INSECT,,,BUENO,G002_20220414_173000.WAV,G002_20220414_173000.txt,G002
113,0.462427706,12.832368828,10226.736,24057.244,18750.0,BIO,INSECT,,,BUENO,G002_20220414_173000.WAV,G002_20220414_173000.txt,G002
114,56.069359295,59.999994792,10609.419,20941.622,18375.0,BIO,INSECT,,,BUENO,G002_20220414_173000.WAV,G002_20220414_173000.txt,G002
115,12.774565365,21.098264065,0.0,488.136,375.0,INDETE,,,,,G002_20220414_173000.WAV,G002_20220414_173000.txt,G002
116,0.0,59.943365111,31163.026,46140.605,39375.0,BIO,INSECT,,,REGULA,G002_20220414_173000.WAV,G002_20220414_173000.txt,G002
117,0.0,12.254334196,11064.407,19200.0,16875.0,BIO,INSECT,,,BUENO,G003_20220331_193000.WAV,G003_20220331_193000.txt,G003
118,28.843928132,59.999994792,10820.339,19037.288,16875.0,BIO,INSECT,,,BUENO,G003_20220331_193000.WAV,G003_20220331_193000.txt,G003
119,2.774566233,58.728318601,1871.186,2277.966,2250.0,BIO,INDETE,,,BUENO,G003_20220331_193000.WAV,G003_20220331_193000.txt,G003
120,0.462427706,59.999994792,3335.593,4230.508,3750.0,BIO,INSECT,,,BUENO,G003_20220331_193000.WAV,G003_20220331_193000.txt,G003
121,0.0,59.999994792,4474.576,4962.712,4875.0,BIO,INSECT,,,BUENO,G003_20220331_193000.WAV,G003_20220331_193000.txt,G003
122,0.0,22.196529865,6183.051,6671.186,6375.0,BIO,INSECT,,,BUENO,G003_20220331_193000.WAV,G003_20220331_193000.txt,G003
123,0.0,59.999994792,7077.966,7891.525,7500.0,BIO,INSECT,,,BUENO,G003_20220331_193000.WAV,G003_20220331_193000.txt,G003
124,40.520227696,58.554908212,6101.695,6752.542,6750.0,BIO,INDETE,,,BUENO,G003_20220331_193000.WAV,G003_20220331_193000.txt,G003
125,0.0,59.999994792,6427.119,7159.322,6750.0,BIO,INSECT,,,BUENO,G003_20220405_060000.WAV,G003_20220405_060000.txt,G003
126,0.817464416,14.624276187,894.915,2603.39,2250.0,BIO,INDETE,,,BUENO,G003_20220405_060000.WAV,G003_20220405_060000.txt,G003
127,18.354199796,20.316114394,0.0,3986.441,375.0,INDETE,,,,,G003_20220405_060000.WAV,G003_20220405_060000.txt,G003
128,0.0,59.999994792,3254.237,3823.729,3375.0,BIO,INSECT,,,BUENO,G003_20220405_060000.WAV,G003_20220405_060000.txt,G003
129,43.179187003,51.676296092,0.0,894.915,375.0,BIO,AVEVOC,PATCAY,,REGULA,G003_20220405_060000.WAV,G003_20220405_060000.txt,G003
130,6.820808656,44.56647012,1383.051,2684.746,2250.0,BIO,HERPET,,,BUENO,G003_20220407_200000.WAV,G003_20220407_200000.txt,G003
131,0.0,59.999994792,3416.949,4474.576,3750.0,BIO,INSECT,,,BUENO,G003_20220407_200000.WAV,G003_20220407_200000.txt,G003
132,4.104045887,42.080921203,4962.712,6101.695,5625.0,BIO,HERPET,,,BUENO,G003_20220407_200000.WAV,G003_20220407_200000.txt,G003
133,0.0,59.999994792,7403.39,8135.593,7875.0,BIO,INSECT,,,BUENO,G003_20220407_200000.WAV,G003_20220407_200000.txt,G003
134,0.0,2.947976623,9274.576,21233.898,16125.0,BIO,INSECT,,,BUENO,G003_20220407_200000.WAV,G003_20220407_200000.txt,G003
135,35.838147178,59.999994792,9600.0,20827.119,16875.0,BIO,INSECT,,,BUENO,G003_20220407_200000.WAV,G003_20220407_200000.txt,G003
136,0.0,59.999994792,2033.898,2522.034,2250.0,BIO,HERPET,,,BUENO,G003_20220407_200000.WAV,G003_20220407_200000.txt,G003
137,35.664736788,49.479764491,0.0,813.559,375.0,,PULSOS,,,,G003_20220423_053000.WAV,G003_20220423_053000.txt,G003
138,0.0,59.999994792,0.0,23430.508,2250.0,BIO,,,,,G003_20220423_053000.WAV,G003_20220423_053000.txt,G003
139,0.0,59.999994792,3416.949,3905.085,3750.0,BIO,INSECT,,,REGULA,G003_20220426_063000.WAV,G003_20220426_063000.txt,G003
140,0.0,59.999994792,6345.763,7403.39,6750.0,BIO,INSECT,,,BUENO,G003_20220426_063000.WAV,G003_20220426_063000.txt,G003
141,0.0,59.999994792,7972.881,8786.441,8250.0,BIO,INSECT,,,BUENO,G003_20220426_173000.WAV,G003_20220426_173000.txt,G003
142,0.0,57.225428559,1789.831,2440.678,2250.0,BIO,HERPET,,,REGULA,G003_20220426_173000.WAV,G003_20220426_173000.txt,G003
143,0.0,59.999994792,0.0,1138.983,375.0,ANT,ALTVOZ,,,BUENO,G004_20220331_193000.WAV,G004_20220331_193000.txt,G004
144,0.0,59.999994792,3091.525,3579.661,3375.0,BIO,INSECT,,,BUENO,G004_20220331_193000.WAV,G004_20220331_193000.txt,G004
145,0.0,59.999994792,3579.661,4474.576,3750.0,BIO,INSECT,,,BUENO,G004_20220331_193000.WAV,G004_20220331_193000.txt,G004
146,0.0,59.999994792,4800.0,5206.78,4875.0,BIO,INSECT,,,BUENO,G004_20220331_193000.WAV,G004_20220331_193000.txt,G004
147,0.0,59.999994792,6833.898,7240.678,7125.0,BIO,INSECT,,,BUENO,G004_20220331_193000.WAV,G004_20220331_193000.txt,G004
148,0.0,59.999994792,7159.322,8379.661,7875.0,BIO,INSECT,,,BUENO,G004_20220331_193000.WAV,G004_20220331_193000.txt,G004
149,0.0,59.999994792,9762.712,19850.847,15750.0,BIO,INSECT,,,BUENO,G004_20220331_193000.WAV,G004_20220331_193000.txt,G004
150,0.0,59.999994792,0.0,23349.153,7125.0,GEO,INDETE,,,BUENO,G004_20220405_060000.WAV,G004_20220405_060000.txt,G004
151,0.0,59.999994792,0.0,569.492,0.0,INDETE,,,,REGULA,G004_20220405_060000.WAV,G004_20220405_060000.txt,G004
152,2.54335238,59.999994792,6589.831,8298.305,7125.0,BIO,INSECT,,,BUENO,G004_20220405_060000.WAV,G004_20220405_060000.txt,G004
153,1.907514285,40.231210381,5450.847,6020.339,6000.0,BIO,INSECT,,,BUENO,G004_20220405_060000.WAV,G004_20220405_060000.txt,G004
154,0.635838095,31.734101292,2766.102,3172.881,3000.0,BIO,INSECT,,,BUENO,G004_20220407_200000.WAV,G004_20220407_200000.txt,G004
155,0.0,59.999994792,3416.949,4393.22,3750.0,BIO,INSECT,,,BUENO,G004_20220407_200000.WAV,G004_20220407_200000.txt,G004
156,0.0,59.999994792,4718.644,5125.424,4875.0,BIO,INSECT,,,BUENO,G004_20220407_200000.WAV,G004_20220407_200000.txt,G004
157,8.612716015,57.80346319,5532.203,5938.983,5625.0,BIO,INSECT,,,BUENO,G004_20220407_200000.WAV,G004_20220407_200000.txt,G004
158,0.0,59.999994792,6752.542,7240.678,7125.0,BIO,INSECT,,,BUENO,G004_20220407_200000.WAV,G004_20220407_200000.txt,G004
159,27.1676277,32.25433246,10088.136,20176.271,15750.0,BIO,INSECT,,,BUENO,G004_20220407_200000.WAV,G004_20220407_200000.txt,G004
160,27.976876184,46.127163626,8379.661,24734.784,15750.0,BIO,INSECT,,,BUENO,G004_20220407_200000.WAV,G004_20220407_200000.txt,G004
161,0.404624242,59.999994792,20583.051,21640.678,21000.0,BIO,INSECT,,,BUENO,G004_20220407_200000.WAV,G004_20220407_200000.txt,G004
162,59.42196016,59.884387865,10983.051,19798.325,16500.0,BIO,INSECT,,,BUENO,G004_20220407_200000.WAV,G004_20220407_200000.txt,G004
163,46.647394795,59.999994792,2928.814,3335.593,3000.0,BIO,INSECT,,,BUENO,G004_20220407_200000.WAV,G004_20220407_200000.txt,G004
164,0.0,59.999994792,0.0,1057.627,0.0,ANT,ANIDOM,,,,G004_20220423_053000.WAV,G004_20220423_053000.txt,G004
165,0.346820779,7.97687792,2603.39,3091.525,3000.0,BIO,INSECT,,,BUENO,G004_20220423_053000.WAV,G004_20220423_053000.txt,G004
166,1.791907359,48.55490908,5125.424,5938.983,5625.0,BIO,INSECT,,,BUENO,G004_20220423_053000.WAV,G004_20220423_053000.txt,G004
167,0.0,59.999994792,6020.339,6589.831,6375.0,BIO,INSECT,,,BUENO,G004_20220423_053000.WAV,G004_20220423_053000.txt,G004
168,0.0,59.999994792,6833.898,8135.593,7500.0,BIO,INSECT,,,BUENO,G004_20220423_053000.WAV,G004_20220423_053000.txt,G004
169,0.0,59.999994792,0.0,29686.299,7500.0,GEO,LLUVIA,,,,G004_20220423_053000.WAV,G004_20220423_053000.txt,G004
170,0.15269885,3.411218555,25142.857,34637.363,30375.0,BIO,MURCIE,,BUSQUE,REGULA,G004_20220423_053000.WAV,G004_20220423_053000.txt,G004
171,40.29229535,48.473154082,24385.085,36458.103,29625.0,BIO,MURCIE,MOLOSSI,BUSQUE,REGULA,G004_20220423_053000.WAV,G004_20220423_053000.txt,G004
172,0.0,59.999994792,6427.119,7403.39,7125.0,BIO,INSECT,,,BUENO,G004_20220426_063000.WAV,G004_20220426_063000.txt,G004
173,3.98843896,6.358380951,1789.831,21071.186,7875.0,ANT,HERRAM,,,,G004_20220426_063000.WAV,G004_20220426_063000.txt,G004
174,7.398843288,16.069362767,0.0,3661.017,750.0,ANT,VOZHUM,,,,G004_20220426_063000.WAV,G004_20220426_063000.txt,G004
175,0.0,59.999994792,0.0,22861.017,7125.0,GEO,LLUVIA,,,,G004_20220426_063000.WAV,G004_20220426_063000.txt,G004
176,34.508667525,59.999994792,2359.322,3254.237,2625.0,BIO,AVEVOC,ATTSPA,,BUENO,G004_20220426_063000.WAV,G004_20220426_063000.txt,G004
177,43.410400856,47.630053669,3172.881,4149.153,3750.0,BIO,AVEVOC,,,REGULA,G004_20220426_063000.WAV,G004_20220426_063000.txt,G004
178,16.705200862,32.25433246,1627.119,2277.966,1875.0,BIO,AVEVOC,ATTSPA,,BUENO,G004_20220426_173000.WAV,G004_20220426_173000.txt,G004
179,5.43352554,20.924853675,0.0,813.559,375.0,INDETE,,,,,G004_20220426_173000.WAV,G004_20220426_173000.txt,G004
180,0.0,59.999994792,3498.305,4067.797,3750.0,BIO,INSECT,,,BUENO,G004_20220426_173000.WAV,G004_20220426_173000.txt,G004
181,3.930635497,53.179186135,5369.492,6020.339,6000.0,BIO,INSECT,,,BUENO,G004_20220426_173000.WAV,G004_20220426_173000.txt,G004
182,7.919074457,9.768785279,9600.0,18305.085,15750.0,BIO,INSECT,,,BUENO,G004_20220426_173000.WAV,G004_20220426_173000.txt,G004
183,0.0,59.999994792,6671.186,9030.508,8250.0,BIO,INSECT,,,BUENO,G004_20220426_173000.WAV,G004_20220426_173000.txt,G004
184,0.0,59.999994792,9600.0,42136.346,17625.0,BIO,,,,,G004_20220426_173000.WAV,G004_20220426_173000.txt,G004
185,0.0,59.999994792,0.0,406.78,0.0,ANT,SONIND,,,,G005_20220329_193000.WAV,G005_20220329_193000.txt,G005
186,0.0,59.999994792,732.203,3010.169,1125.0,BIO,HERPET,,,BUENO,G005_20220329_193000.WAV,G005_20220329_193000.txt,G005
